order,family,Genus,species,mass.g.,gestation.mo.,newborn.g.,weaning.mo.,wean,refs
Rodentia,Sciuridae,Sciurus,vulgaris,324.75,1.25,9.57,2.15,-999,
Rodentia,Sciuridae,Spermophilopsis,leptodactylus,-999,1.5,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,relictus,600,-999,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,parryii,751,0.83,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,mohavensis,190,0.92,4.5,1.2,30,
Rodentia,Sciuridae,Spermophilus,dauricus,200,-999,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,lateralis,157.6,1,6.26,1.22,74.16,
Rodentia,Sciuridae,Spermophilus,beldingi,278.5,0.87,6.94,0.86,60.5,
Rodentia,Sciuridae,Spermophilus,armatus,308,0.79,-999,0.7,102.25,
Rodentia,Sciuridae,Spermophilus,canus,-999,-999,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,erythrogenys,-999,-999,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,pygmaeus,136,0.88,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,major,-999,-999,-999,-999,200,
Rodentia,Sciuridae,Spermophilus,mollis,165.4,0.78,3.95,1.13,-999,
Rodentia,Sciuridae,Spermophilus,nayaritensis,707,-999,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,columbianus,466.33,0.84,9.37,0.96,98.62,
Rodentia,Sciuridae,Spermophilus,saturatus,275,0.93,5.97,1.43,113.47,
Rodentia,Sciuridae,Spermophilus,undulatus,840,0.92,11.08,-999,109.9,
Rodentia,Sciuridae,Spermophilus,mexicanus,130.95,0.97,4.1,3,-999,
Rodentia,Sciuridae,Spermophilus,elegans,401.05,0.8,6.02,1.25,80,
Rodentia,Sciuridae,Spermophilus,tereticaudus,163.33,0.93,3.9,1.28,75,
Rodentia,Sciuridae,Spermophilus,brunneus,205,-999,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,beecheyi,609.33,0.97,10,1.35,89,
Rodentia,Sciuridae,Spermophilus,fulvus,596,1,-999,-999,-999,
Rodentia,Sciuridae,Spermophilus,suslicus,-999,0.8,-999,1.13,-999,
Rodentia,Sciuridae,Spermophilus,richardsonii,342.5,0.78,6.35,1.17,92.75,
Rodentia,Sciuridae,Spermophilus,franklinii,459,0.92,-999,1.39,-999,
Rodentia,Sciuridae,Spermophilus,townsendii,155,0.8,3.61,0.92,42.16,
Rodentia,Sciuridae,Spermophilus,washingtoni,203,-999,-999,1,33,
Rodentia,Sciuridae,Spermophilus,tridecemlineatus,172.67,0.92,3.24,1.07,16,
Rodentia,Sciuridae,Spermophilus,citellus,217,0.89,-999,1.13,-999,
Rodentia,Sciuridae,Spermophilus,variegatus,663.03,1,7.8,1.75,100,
Rodentia,Sciuridae,Spermophilus,spilosoma,119.5,0.93,-999,-999,45,
Rodentia,Sciuridae,Sundasciurus,lowii,67,-999,-999,-999,-999,
Rodentia,Sciuridae,Sundasciurus,tenuis,75,-999,-999,-999,-999,
Rodentia,Sciuridae,Tamias,ochrogenys,94.1,-999,-999,-999,-999,
Rodentia,Sciuridae,Tamias,palmeri,59.7,1.1,-999,1.5,22.7,
Rodentia,Sciuridae,Tamias,siskiyou,75,-999,-999,-999,-999,
Rodentia,Sciuridae,Tamias,canipes,70,-999,-999,-999,-999,
Rodentia,Sciuridae,Tamias,sonomae,75,-999,-999,0.75,-999,
Rodentia,Sciuridae,Tamias,ruficaudus,57.29,1.03,-999,-999,-999,
Rodentia,Sciuridae,Tamias,panamintinus,54.15,1.2,4,1.38,19.2,
Rodentia,Sciuridae,Tamias,speciosus,60,-999,-999,-999,-999,
Rodentia,Sciuridae,Tamias,townsendii,84,0.93,3.55,1.64,34.5,
Rodentia,Sciuridae,Tamias,senex,94.81,0.93,-999,-999,-999,
Rodentia,Sciuridae,Tamias,minimus,44.15,0.97,2.3,1.46,-999,
Rodentia,Sciuridae,Tamias,cinereicollis,62.1,1,-999,1.33,-999,
Rodentia,Sciuridae,Tamias,quadrimaculatus,88.45,1.03,-999,-999,-999,
Rodentia,Sciuridae,Tamias,amoenus,48.25,0.98,2.62,1.45,19,
Rodentia,Sciuridae,Tamias,sibiricus,85,1.14,4,1.3,-999,
Rodentia,Sciuridae,Tamias,quadrivittatus,58.13,1.05,2.6,-999,-999,
Rodentia,Sciuridae,Tamias,dorsalis,62.8,0.99,-999,-999,-999,
Rodentia,Sciuridae,Tamias,striatus,95.7,1.03,3.5,1.17,39.55,
Rodentia,Sciuridae,Tamiasciurus,douglasii,229.8,1.29,5,-999,-999,
Rodentia,Sciuridae,Tamiasciurus,hudsonicus,194.5,1.22,7,2.06,83.75,
Rodentia,Sciuridae,Trogopterus,xanthipes,-999,2.71,-999,3.5,-999,
Rodentia,Sciuridae,Xerus,erythropus,502,-999,-999,1.75,-999,
Rodentia,Sciuridae,Xerus,inauris,588,1.54,20,1.73,-999,
Rodentia,Thryonomyidae,Thryonomys,gregorianus,1880,3,-999,-999,-999,
Rodentia,Thryonomyidae,Thryonomys,swinderianus,3687.5,3.56,105,1,-999,
Scandentia,Tupaiidae,Tupaia,montana,283,1.65,11,-999,-999,
Scandentia,Tupaiidae,Tupaia,minor,700,-999,-999,-999,-999,
Scandentia,Tupaiidae,Tupaia,tana,797,-999,-999,1.02,-999,
Scandentia,Tupaiidae,Tupaia,glis,159,1.52,12.94,1.17,100,
Scandentia,Tupaiidae,Tupaia,belangeri,-999,1.5,10,1.17,-999,
Scandentia,Tupaiidae,Urogale,everetti,350,1.85,19.98,1.25,104.4,
Scandentia,Tupaiidae,Ptilocercus,lowii,42.5,-999,10,-999,-999,
Sirenia,Dugongidae,Dugong,dugon,479500,12.21,27500,18,-999,
Sirenia,Dugongidae,Hydrodamalis,gigas,4000000,-999,-999,-999,-999,
Sirenia,Trichechidae,Trichechus,senegalensis,500000,-999,-999,-999,-999,
Sirenia,Trichechidae,Trichechus,manatus,387500,9.94,28633.33,18,-999,
Sirenia,Trichechidae,Trichechus,inunguis,480000,10.25,12500,24,67500,
Tubulidentata,Orycteropodidae,Orycteropus,afer,60000,7.08,1734,3.37,6250,
Xenarthra,Bradypodidae,Bradypus,torquatus,3900,-999,-999,-999,-999,
Xenarthra,Bradypodidae,Bradypus,variegatus,4860,5.37,290,1.05,-999,
Xenarthra,Bradypodidae,Bradypus,tridactylus,3770,4.63,-999,1.25,-999,
Xenarthra,Dasypodidae,Cabassous,centralis,2750,-999,-999,-999,-999,
Xenarthra,Dasypodidae,Chaetophractus,nationi,2150,-999,-999,-999,-999,
Xenarthra,Dasypodidae,Chaetophractus,villosus,2020,2.18,131.4,1.83,-999,
Xenarthra,Dasypodidae,Dasypus,kappleri,10150,-999,-999,-999,-999,
Xenarthra,Dasypodidae,Dasypus,sabanicola,1150,3,-999,-999,-999,
Xenarthra,Dasypodidae,Dasypus,hybridus,1500,4,-999,-999,-999,
Xenarthra,Dasypodidae,Dasypus,septemcinctus,1475,4.34,-999,-999,-999,
Xenarthra,Dasypodidae,Dasypus,novemcinctus,4300,4.36,66.33,4.5,-999,
Xenarthra,Dasypodidae,Euphractus,sexcinctus,4600,2.09,105,1.02,420,
Xenarthra,Dasypodidae,Priodontes,maximus,50000,4,113,1.25,-999,
Xenarthra,Dasypodidae,Tolypeutes,matacus,1225,4.75,99,1.72,-999,
Xenarthra,Dasypodidae,Zaedyus,pichiy,1500,2,105,1.5,-999,
Xenarthra,Megalonychidae,Choloepus,hoffmanni,4750,9.41,387.25,0.69,-999,
Xenarthra,Megalonychidae,Choloepus,didactylus,6070,8.67,354.77,2.5,-999,
Xenarthra,Myrmecophagidae,Cyclopes,didactylus,5070,8.92,-999,5,-999,
Xenarthra,Myrmecophagidae,Myrmecophaga,tridactyla,28500,6.19,1491.17,1.83,-999,
Xenarthra,Myrmecophagidae,Tamandua,tetradactyla,5030,5.22,-999,-999,-999,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
